"rules","support","confidence","coverage","lift","count"
"268","{uniformityCellSize=Anormal,marginalAdhesion=Normal,singleEpithCellSize=Anormal,normalNucleoli=Anormal} => {class=Maligno}",0.273858921161826,0.977777777777778,0.280082987551867,1.95555555555556,132
"404","{uniformityCellSize=Normal,marginalAdhesion=Normal,blandChromatin=Normal,mitoses=Normal} => {class=Benigno}",0.45643153526971,0.977777777777778,0.466804979253112,1.95555555555556,220
"97","{clumpThickness=Anormal,uniformityCellSize=Anormal,singleEpithCellSize=Anormal} => {class=Maligno}",0.271784232365145,0.977611940298508,0.278008298755187,1.95522388059702,131
"220","{blandChromatin=Normal,normalNucleoli=Normal,mitoses=Normal} => {class=Benigno}",0.452282157676349,0.977578475336323,0.462655601659751,1.95515695067265,218
"411","{marginalAdhesion=Normal,blandChromatin=Normal,normalNucleoli=Normal,mitoses=Normal} => {class=Benigno}",0.450207468879668,0.977477477477477,0.460580912863071,1.95495495495495,217
"185","{clumpThickness=Normal,uniformityCellShape=Normal,blandChromatin=Normal} => {class=Benigno}",0.448132780082988,0.97737556561086,0.45850622406639,1.95475113122172,216
"188","{clumpThickness=Normal,uniformityCellShape=Normal,normalNucleoli=Normal} => {class=Benigno}",0.448132780082988,0.97737556561086,0.45850622406639,1.95475113122172,216
"364","{uniformityCellSize=Normal,uniformityCellShape=Normal,normalNucleoli=Normal,mitoses=Normal} => {class=Benigno}",0.448132780082988,0.97737556561086,0.45850622406639,1.95475113122172,216
"109","{marginalAdhesion=Normal,blandChromatin=Anormal,normalNucleoli=Anormal} => {class=Maligno}",0.267634854771784,0.977272727272727,0.273858921161826,1.95454545454545,129
"186","{uniformityCellShape=Normal,blandChromatin=Normal,mitoses=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
"204","{bareNuclei=Normal,normalNucleoli=Normal,mitoses=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
"267","{uniformityCellSize=Anormal,uniformityCellShape=Anormal,marginalAdhesion=Normal,normalNucleoli=Anormal} => {class=Maligno}",0.267634854771784,0.977272727272727,0.273858921161826,1.95454545454545,129
"360","{clumpThickness=Normal,uniformityCellSize=Normal,uniformityCellShape=Normal,blandChromatin=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
"376","{clumpThickness=Normal,uniformityCellShape=Normal,marginalAdhesion=Normal,normalNucleoli=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
"402","{clumpThickness=Normal,uniformityCellSize=Normal,blandChromatin=Normal,mitoses=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
"405","{clumpThickness=Normal,uniformityCellSize=Normal,normalNucleoli=Normal,mitoses=Normal} => {class=Benigno}",0.446058091286307,0.977272727272727,0.45643153526971,1.95454545454545,215
